ds,category,y,temp,rain,sentiment_score,day_of_week,month,is_weekend,sentiment_lag_7,is_subscriber,discount
2021-01-27,Continental Beverages,56356.857142857145,20.9,0.0,0.103125,Wednesday,January,0,0.1491550116550116,0,0
2021-01-28,Continental Beverages,52589.142857142855,20.9,0.0,0.4083333333333334,Thursday,January,0,0.0933333333333333,0,0
2021-01-29,Continental Beverages,48821.42857142857,20.9,0.0,0.5755952380952382,Friday,January,0,0.2770833333333333,1,0
2021-01-30,Continental Beverages,45053.71428571429,22.8,0.0,0.3416666666666667,Saturday,January,1,0.225,0,10
2021-01-31,Continental Beverages,41286.0,22.6,0.0,0.2271158008658008,Sunday,January,1,0.205,1,0
2021-02-01,Continental Beverages,40751.57142857143,21.8,0.0,0.6197916666666666,Monday,February,0,0.3276455026455026,0,0
2021-02-02,Continental Beverages,40217.142857142855,21.6,0.0,0.5123809523809524,Tuesday,February,0,0.093560606060606,1,0
2021-02-03,Continental Beverages,39682.71428571428,21.8,0.0,0.3340909090909091,Wednesday,February,0,0.103125,1,20
2021-02-04,Continental Beverages,39148.28571428572,21.4,0.0,0.4074074074074074,Thursday,February,0,0.4083333333333334,1,0
2021-02-05,Continental Beverages,38613.857142857145,22.0,0.0,0.1274831649831649,Friday,February,0,0.5755952380952382,0,10
2021-02-06,Continental Beverages,38079.42857142857,21.8,0.0,0.327483164983165,Saturday,February,1,0.3416666666666667,1,0
2021-02-07,Continental Beverages,37545.0,21.8,0.0,0.1357142857142857,Sunday,February,1,0.2271158008658008,1,20
2021-02-08,Continental Beverages,37094.71428571428,21.5,0.0,0.3511904761904762,Monday,February,0,0.6197916666666666,0,10
2021-02-09,Continental Beverages,36644.42857142857,21.1,0.0,0.5361111111111111,Tuesday,February,0,0.5123809523809524,1,0
2021-02-10,Continental Beverages,36194.142857142855,21.1,0.0,0.3656084656084656,Wednesday,February,0,0.3340909090909091,1,0
2021-02-11,Continental Beverages,35743.857142857145,21.6,0.0,0.0486607142857142,Thursday,February,0,0.4074074074074074,0,50
2021-02-12,Continental Beverages,35293.57142857143,21.6,0.0,0.3333333333333333,Friday,February,0,0.1274831649831649,1,0
2021-02-13,Continental Beverages,34843.28571428572,21.8,0.0,0.0833333333333333,Saturday,February,1,0.327483164983165,0,10
2021-02-14,Continental Beverages,34393.0,22.9,0.0,-0.0809523809523809,Sunday,February,1,0.1357142857142857,1,0
2021-02-15,Continental Beverages,32512.285714285717,23.8,0.0,0.2142857142857142,Monday,February,0,0.3511904761904762,1,0
2021-02-16,Continental Beverages,30631.571428571428,24.0,0.0,0.4202380952380952,Tuesday,February,0,0.5361111111111111,0,0
2021-02-17,Continental Beverages,28750.857142857145,23.8,0.0,0.0666666666666666,Wednesday,February,0,0.3656084656084656,0,0
2021-02-18,Continental Beverages,26870.14285714285,22.7,0.3,0.1123015873015872,Thursday,February,0,0.0486607142857142,0,10
2021-02-19,Continental Beverages,24989.42857142857,22.0,2.2,0.0916666666666666,Friday,February,0,0.3333333333333333,1,10
2021-02-20,Continental Beverages,23108.714285714286,21.1,10.3,-0.1611111111111111,Saturday,February,1,0.0833333333333333,1,0
2021-02-21,Continental Beverages,21228.0,20.7,3.9,0.2416666666666666,Sunday,February,1,-0.0809523809523809,1,0
2021-02-22,Continental Beverages,22938.14285714286,22.3,0.5,0.1361111111111111,Monday,February,0,0.2142857142857142,0,10
2021-02-23,Continental Beverages,24648.285714285717,23.3,0.0,0.3933333333333333,Tuesday,February,0,0.4202380952380952,1,0
2021-02-24,Continental Beverages,26358.42857142857,23.8,0.0,0.1677353896103896,Wednesday,February,0,0.0666666666666666,1,0
2021-02-25,Continental Beverages,28068.571428571428,24.6,0.0,0.2070936639118457,Thursday,February,0,0.1123015873015872,1,0
2021-02-26,Continental Beverages,29778.714285714286,25.0,0.0,0.1119047619047618,Friday,February,0,0.0916666666666666,0,0
2021-02-27,Continental Beverages,31488.857142857145,25.7,0.0,0.3698593073593073,Saturday,February,1,-0.1611111111111111,0,0
2021-02-28,Continental Beverages,33199.0,25.7,0.0,0.2795918367346939,Sunday,February,1,0.2416666666666666,1,0
2021-03-01,Continental Beverages,33121.71428571428,24.8,0.0,-0.0791666666666666,Monday,March,0,0.1361111111111111,1,20
2021-03-02,Continental Beverages,33044.42857142857,25.0,0.0,0.3285714285714285,Tuesday,March,0,0.3933333333333333,0,0
2021-03-03,Continental Beverages,32967.142857142855,24.9,0.0,0.0737794612794612,Wednesday,March,0,0.1677353896103896,0,20
2021-03-04,Continental Beverages,32889.857142857145,23.7,0.0,0.5335377585377585,Thursday,March,0,0.2070936639118457,0,0
2021-03-05,Continental Beverages,32812.57142857143,24.0,0.0,0.5291666666666667,Friday,March,0,0.1119047619047618,0,50
2021-03-06,Continental Beverages,32735.285714285717,25.6,0.0,0.3270833333333333,Saturday,March,1,0.3698593073593073,0,0
2021-03-07,Continental Beverages,32658.0,25.9,0.0,0.2333333333333333,Sunday,March,1,0.2795918367346939,1,20
2021-03-08,Continental Beverages,32524.85714285714,25.3,0.0,0.9375,Monday,March,0,-0.0791666666666666,1,0
2021-03-09,Continental Beverages,32391.714285714286,25.0,0.0,0.4037247474747474,Tuesday,March,0,0.3285714285714285,0,20
2021-03-10,Continental Beverages,32258.571428571428,25.3,0.0,0.3333624708624709,Wednesday,March,0,0.0737794612794612,1,0
2021-03-11,Continental Beverages,32125.42857142857,25.4,0.0,-0.2875,Thursday,March,0,0.5335377585377585,1,0
2021-03-12,Continental Beverages,31992.285714285717,25.1,0.0,0.05,Friday,March,0,0.5291666666666667,0,50
2021-03-13,Continental Beverages,31859.14285714286,24.3,0.0,0.3366666666666666,Saturday,March,1,0.3270833333333333,1,0
2021-03-14,Continental Beverages,31726.0,25.2,0.0,0.2791666666666667,Sunday,March,1,0.2333333333333333,0,10
2021-03-15,Continental Beverages,32101.285714285717,25.5,0.0,0.875,Monday,March,0,0.9375,1,0
2021-03-16,Continental Beverages,32476.571428571428,26.2,0.0,0.2328914141414141,Tuesday,March,0,0.4037247474747474,1,0
2021-03-17,Continental Beverages,32851.857142857145,25.9,0.0,0.0857142857142857,Wednesday,March,0,0.3333624708624709,1,10
2021-03-18,Continental Beverages,33227.142857142855,25.9,0.0,0.4088947510822511,Thursday,March,0,-0.2875,0,0
2021-03-19,Continental Beverages,33602.42857142857,25.7,0.0,0.3237794612794613,Friday,March,0,0.05,0,0
2021-03-20,Continental Beverages,33977.71428571428,26.1,0.0,0.262962962962963,Saturday,March,1,0.3366666666666666,0,0
2021-03-21,Continental Beverages,34353.0,26.4,0.0,0.0725852272727272,Sunday,March,1,0.2791666666666667,1,0
2021-03-22,Continental Beverages,35098.857142857145,26.7,0.0,0.4333333333333333,Monday,March,0,0.875,1,0
2021-03-23,Continental Beverages,35844.71428571428,26.8,0.0,-0.2904761904761905,Tuesday,March,0,0.2328914141414141,0,20
2021-03-24,Continental Beverages,36590.57142857143,27.3,0.0,0.276751893939394,Wednesday,March,0,0.0857142857142857,0,0
2021-03-25,Continental Beverages,37336.42857142857,27.4,0.0,-0.0349025974025974,Thursday,March,0,0.4088947510822511,0,20
2021-03-26,Continental Beverages,38082.28571428572,27.9,0.0,0.412962962962963,Friday,March,0,0.3237794612794613,0,0
2021-03-27,Continental Beverages,38828.142857142855,28.2,0.0,0.1076704545454545,Saturday,March,1,0.262962962962963,0,50
2021-03-28,Continental Beverages,39574.0,28.0,0.0,0.1941498316498316,Sunday,March,1,0.0725852272727272,0,50
2021-03-29,Continental Beverages,42169.0,28.0,0.0,0.1694602272727272,Monday,March,0,0.4333333333333333,0,50
2021-03-30,Continental Beverages,44764.0,28.3,0.0,0.0475852272727272,Tuesday,March,0,-0.2904761904761905,0,0
2021-03-31,Continental Beverages,47359.0,29.6,0.0,0.3375,Wednesday,March,0,0.276751893939394,0,0
2021-04-01,Continental Beverages,49954.0,28.1,0.0,0.421547619047619,Thursday,April,0,-0.0349025974025974,0,50
2021-04-02,Continental Beverages,52549.0,28.0,0.0,0.2255165289256198,Friday,April,0,0.412962962962963,0,0
2021-04-03,Continental Beverages,55144.0,28.3,0.0,-0.1325,Saturday,April,1,0.1076704545454545,0,0
2021-04-04,Continental Beverages,57739.0,28.4,0.0,0.4965854978354979,Sunday,April,1,0.1941498316498316,0,0
2021-04-05,Continental Beverages,57502.71428571428,28.6,0.0,0.41875,Monday,April,0,0.1694602272727272,1,50
2021-04-06,Continental Beverages,57266.42857142857,28.3,0.0,0.4361363636363636,Tuesday,April,0,0.0475852272727272,1,0
2021-04-07,Continental Beverages,57030.142857142855,28.2,0.0,0.3270833333333333,Wednesday,April,0,0.3375,1,0
2021-04-08,Continental Beverages,56793.857142857145,28.0,0.0,0.3709710743801653,Thursday,April,0,0.421547619047619,0,20
2021-04-09,Continental Beverages,56557.57142857143,27.9,0.0,0.09375,Friday,April,0,0.2255165289256198,0,0
2021-04-10,Continental Beverages,56321.28571428572,27.5,0.0,-0.0872294372294372,Saturday,April,1,-0.1325,0,0
2021-04-11,Continental Beverages,56085.0,27.4,0.0,0.5104166666666666,Sunday,April,1,0.4965854978354979,1,0
2021-04-12,Continental Beverages,55749.28571428572,27.4,0.0,0.2956123737373737,Monday,April,0,0.41875,1,10
2021-04-13,Continental Beverages,55413.57142857143,27.5,0.0,0.1770833333333333,Tuesday,April,0,0.4361363636363636,0,0
2021-04-14,Continental Beverages,55077.857142857145,26.2,5.8,0.2113095238095238,Wednesday,April,0,0.3270833333333333,0,50
2021-04-15,Continental Beverages,54742.142857142855,24.0,23.63,0.1547348484848485,Thursday,April,0,0.3709710743801653,0,20
2021-04-16,Continental Beverages,54406.42857142857,25.7,2.28,0.1904761904761905,Friday,April,0,0.09375,0,20
2021-04-17,Continental Beverages,54070.71428571428,27.3,0.0,0.3464876033057851,Saturday,April,1,-0.0872294372294372,0,0
2021-04-18,Continental Beverages,53735.0,27.4,0.2,0.3566666666666667,Sunday,April,1,0.5104166666666666,0,0
2021-04-19,Continental Beverages,56530.42857142857,26.6,0.0,0.4348905723905724,Monday,April,0,0.2956123737373737,0,0
2021-04-20,Continental Beverages,59325.857142857145,25.7,7.9,0.0621794871794871,Tuesday,April,0,0.1770833333333333,1,10
2021-04-21,Continental Beverages,62121.28571428571,26.3,8.8,0.2423611111111111,Wednesday,April,0,0.2113095238095238,1,0
2021-04-22,Continental Beverages,64916.71428571429,26.5,3.65,0.0718506493506493,Thursday,April,0,0.1547348484848485,1,0
2021-04-23,Continental Beverages,67712.14285714286,25.3,18.0,0.3999999999999999,Friday,April,0,0.1904761904761905,0,50
2021-04-24,Continental Beverages,70507.57142857142,25.0,23.9,0.365,Saturday,April,1,0.3464876033057851,0,10
2021-04-25,Continental Beverages,73303.0,26.8,0.1,0.5190476190476191,Sunday,April,1,0.3566666666666667,0,0
2021-04-26,Continental Beverages,72587.42857142857,27.2,0.0,0.1393623737373737,Monday,April,0,0.4348905723905724,0,50
2021-04-27,Continental Beverages,71871.85714285714,27.1,0.0,0.075,Tuesday,April,0,0.0621794871794871,1,10
2021-04-28,Continental Beverages,71156.28571428571,27.4,0.0,0.5015151515151515,Wednesday,April,0,0.2423611111111111,0,0
2021-04-29,Continental Beverages,70440.71428571429,27.2,0.5,0.0483333333333333,Thursday,April,0,0.0718506493506493,0,0
2021-04-30,Continental Beverages,69725.14285714286,27.1,0.0,0.0980952380952381,Friday,April,0,0.3999999999999999,0,0
2021-05-01,Continental Beverages,69009.57142857143,27.7,0.0,0.4099364177489177,Saturday,May,1,0.365,0,0
2021-05-02,Continental Beverages,68294.0,27.7,0.0,0.3791666666666666,Sunday,May,1,0.5190476190476191,1,10
2021-05-03,Continental Beverages,64341.42857142857,27.4,0.8,0.6574074074074074,Monday,May,0,0.1393623737373737,0,0
2021-05-04,Continental Beverages,60388.857142857145,26.7,3.3,0.2119047619047619,Tuesday,May,0,0.075,0,20
2021-05-05,Continental Beverages,56436.28571428571,27.7,0.0,0.1152777777777777,Wednesday,May,0,0.5015151515151515,1,0
2021-05-06,Continental Beverages,52483.71428571429,28.0,0.0,0.4375,Thursday,May,0,0.0483333333333333,1,50
2021-05-07,Continental Beverages,48531.142857142855,27.4,0.7,0.122695707070707,Friday,May,0,0.0980952380952381,0,0
2021-05-08,Continental Beverages,44578.57142857143,27.8,0.9,0.1913173947264856,Saturday,May,1,0.4099364177489177,0,0
2021-05-09,Continental Beverages,40626.0,28.0,0.1,0.3328914141414141,Sunday,May,1,0.3791666666666666,1,0
2021-05-10,Continental Beverages,38893.57142857143,27.5,4.9,-0.35,Monday,May,0,0.6574074074074074,0,50
2021-05-11,Continental Beverages,37161.142857142855,26.9,14.2,0.4923611111111111,Tuesday,May,0,0.2119047619047619,1,0
2021-05-12,Continental Beverages,35428.71428571429,25.3,17.86,0.2399206349206349,Wednesday,May,0,0.1152777777777777,0,0
2021-05-13,Continental Beverages,33696.28571428572,25.8,2.1,0.1708333333333333,Thursday,May,0,0.4375,1,0
2021-05-14,Continental Beverages,31963.857142857145,26.7,2.3,0.1635281385281385,Friday,May,0,0.122695707070707,1,10
2021-05-15,Continental Beverages,30231.42857142857,23.0,3.9,0.424074074074074,Saturday,May,1,0.1913173947264856,0,0
2021-05-16,Continental Beverages,28499.0,23.1,8.2,0.0229166666666666,Sunday,May,1,0.3328914141414141,0,0
2021-05-17,Continental Beverages,28899.714285714286,24.6,4.7,-0.024074074074074,Monday,May,0,-0.35,0,0
2021-05-18,Continental Beverages,29300.42857142857,25.4,1.45,0.468560606060606,Tuesday,May,0,0.4923611111111111,0,20
2021-05-19,Continental Beverages,29701.14285714286,25.8,4.5,0.3454545454545454,Wednesday,May,0,0.2399206349206349,1,0
2021-05-20,Continental Beverages,30101.85714285714,24.5,23.15,0.159280303030303,Thursday,May,0,0.1708333333333333,1,0
2021-05-21,Continental Beverages,30502.571428571428,22.8,22.32,0.3501839826839826,Friday,May,0,0.1635281385281385,0,0
2021-05-22,Continental Beverages,30903.285714285717,23.4,2.4,0.4361225895316804,Saturday,May,1,0.424074074074074,1,0
2021-05-23,Continental Beverages,31304.0,24.6,0.1,-0.1125,Sunday,May,1,0.0229166666666666,1,0
2021-05-24,Continental Beverages,31854.42857142857,25.5,0.0,0.2510204081632653,Monday,May,0,-0.024074074074074,1,0
2021-05-25,Continental Beverages,32404.85714285714,24.1,8.6,0.45,Tuesday,May,0,0.468560606060606,1,0
2021-05-26,Continental Beverages,32955.28571428572,24.2,0.1,0.1986201298701298,Wednesday,May,0,0.3454545454545454,0,0
2021-05-27,Continental Beverages,33505.71428571428,24.6,0.0,0.0707142857142857,Thursday,May,0,0.159280303030303,0,20
2021-05-28,Continental Beverages,34056.142857142855,25.1,0.0,0.575,Friday,May,0,0.3501839826839826,0,0
2021-05-29,Continental Beverages,34606.57142857143,25.4,0.5,0.644469696969697,Saturday,May,1,0.4361225895316804,1,0
2021-05-30,Continental Beverages,35157.0,25.5,0.2,-0.2352380952380952,Sunday,May,1,-0.1125,1,0
2021-05-31,Continental Beverages,34873.57142857143,25.9,0.5,-0.0499999999999999,Monday,May,0,0.2510204081632653,0,0
2021-06-01,Continental Beverages,34590.142857142855,26.2,4.8,0.418560606060606,Tuesday,June,0,0.45,0,20
2021-06-02,Continental Beverages,34306.71428571428,26.1,18.0,0.4979491341991342,Wednesday,June,0,0.1986201298701298,0,50
2021-06-03,Continental Beverages,34023.28571428572,24.8,20.1,0.413594276094276,Thursday,June,0,0.0707142857142857,1,0
2021-06-04,Continental Beverages,33739.857142857145,24.4,21.35,0.3697619047619048,Friday,June,0,0.575,1,0
2021-06-05,Continental Beverages,33456.42857142857,23.3,18.16,0.2458333333333333,Saturday,June,1,0.644469696969697,1,0
2021-06-06,Continental Beverages,33173.0,24.4,2.3,0.3345238095238095,Sunday,June,1,-0.2352380952380952,0,0
2021-06-07,Continental Beverages,33637.857142857145,25.1,0.0,0.0761363636363636,Monday,June,0,-0.0499999999999999,0,0
2021-06-08,Continental Beverages,34102.71428571428,25.1,0.0,0.45,Tuesday,June,0,0.418560606060606,1,0
2021-06-09,Continental Beverages,34567.57142857143,24.4,1.7,0.28626443001443,Wednesday,June,0,0.4979491341991342,1,20
2021-06-10,Continental Beverages,35032.42857142857,24.4,0.7,0.3734126984126984,Thursday,June,0,0.413594276094276,1,0
2021-06-11,Continental Beverages,35497.28571428572,24.1,0.0,0.1023358585858585,Friday,June,0,0.3697619047619048,0,0
2021-06-12,Continental Beverages,35962.142857142855,23.4,3.2,0.2733333333333333,Saturday,June,1,0.2458333333333333,1,0
2021-06-13,Continental Beverages,36427.0,22.5,2.0,0.1657828282828283,Sunday,June,1,0.3345238095238095,0,0
2021-06-14,Continental Beverages,36002.71428571428,22.2,4.7,0.1625,Monday,June,0,0.0761363636363636,1,0
2021-06-15,Continental Beverages,35578.42857142857,23.3,2.9,0.3027935606060606,Tuesday,June,0,0.45,1,0
2021-06-16,Continental Beverages,35154.142857142855,23.0,3.2,0.2333333333333333,Wednesday,June,0,0.28626443001443,0,0
2021-06-17,Continental Beverages,34729.857142857145,23.6,0.8,0.2785714285714286,Thursday,June,0,0.3734126984126984,0,0
2021-06-18,Continental Beverages,34305.57142857143,23.8,1.1,0.1272685647685647,Friday,June,0,0.1023358585858585,1,0
2021-06-19,Continental Beverages,33881.28571428572,23.4,0.0,-0.1431818181818182,Saturday,June,1,0.2733333333333333,0,10
2021-06-20,Continental Beverages,33457.0,23.7,0.3,0.3302083333333333,Sunday,June,1,0.1657828282828283,1,50
2021-06-21,Continental Beverages,33561.28571428572,23.7,0.2,0.2607142857142857,Monday,June,0,0.1625,1,10
2021-06-22,Continental Beverages,33665.57142857143,24.9,0.0,0.1723809523809523,Tuesday,June,0,0.3027935606060606,1,50
2021-06-23,Continental Beverages,33769.857142857145,25.6,0.3,0.375748556998557,Wednesday,June,0,0.2333333333333333,1,0
2021-06-24,Continental Beverages,33874.142857142855,24.8,0.6,0.1296717171717172,Thursday,June,0,0.2785714285714286,0,0
2021-06-25,Continental Beverages,33978.42857142857,25.2,0.0,0.3020833333333333,Friday,June,0,0.1272685647685647,1,50
2021-06-26,Continental Beverages,34082.71428571428,23.9,17.2,0.0983901515151515,Saturday,June,1,-0.1431818181818182,0,0
2021-06-27,Continental Beverages,34187.0,23.0,2.6,0.255,Sunday,June,1,0.3302083333333333,0,0
2021-06-28,Continental Beverages,34296.42857142857,24.5,0.1,0.1851851851851851,Monday,June,0,0.2607142857142857,1,10
2021-06-29,Continental Beverages,34405.857142857145,25.8,0.6,0.4101190476190476,Tuesday,June,0,0.1723809523809523,0,50
2021-06-30,Continental Beverages,34515.28571428572,26.1,0.8,0.2592261904761904,Wednesday,June,0,0.375748556998557,1,0
2021-07-01,Continental Beverages,34624.71428571428,25.0,10.9,0.2291666666666666,Thursday,July,0,0.1296717171717172,0,0
2021-07-02,Continental Beverages,34734.142857142855,24.1,4.3,0.4217493815708101,Friday,July,0,0.3020833333333333,0,50
2021-07-03,Continental Beverages,34843.57142857143,23.5,7.8,0.4,Saturday,July,1,0.0983901515151515,1,50
2021-07-04,Continental Beverages,34953.0,24.4,8.05,0.2761904761904762,Sunday,July,1,0.255,1,0
2021-07-05,Continental Beverages,35402.857142857145,24.3,1.6,0.4002628324056895,Monday,July,0,0.1851851851851851,0,0
2021-07-06,Continental Beverages,35852.71428571428,24.8,3.8,-0.04,Tuesday,July,0,0.4101190476190476,1,10
2021-07-07,Continental Beverages,36302.57142857143,24.0,15.06,-0.0244505494505494,Wednesday,July,0,0.2592261904761904,0,20
2021-07-08,Continental Beverages,36752.42857142857,23.7,2.3,0.351557239057239,Thursday,July,0,0.2291666666666666,0,0
2021-07-09,Continental Beverages,37202.28571428572,22.2,10.9,0.1864583333333333,Friday,July,0,0.4217493815708101,1,0
2021-07-10,Continental Beverages,37652.142857142855,21.5,3.4,0.2489285714285714,Saturday,July,1,0.4,1,50
2021-07-11,Continental Beverages,38102.0,21.8,3.0,0.5057823129251701,Sunday,July,1,0.2761904761904762,0,0
2021-07-12,Continental Beverages,37894.42857142857,21.9,0.7,0.5072264856355765,Monday,July,0,0.4002628324056895,0,0
2021-07-13,Continental Beverages,37686.857142857145,22.3,4.5,0.6083333333333333,Tuesday,July,0,-0.04,0,0
2021-07-14,Continental Beverages,37479.28571428572,22.1,10.5,0.2157407407407407,Wednesday,July,0,-0.0244505494505494,1,0
2021-07-15,Continental Beverages,37271.71428571428,21.8,17.3,0.0291666666666666,Thursday,July,0,0.351557239057239,0,0
2021-07-16,Continental Beverages,37064.142857142855,21.6,22.3,0.4138888888888889,Friday,July,0,0.1864583333333333,1,0
2021-07-17,Continental Beverages,36856.57142857143,22.7,14.4,0.2665584415584416,Saturday,July,1,0.2489285714285714,1,0
2021-07-18,Continental Beverages,36649.0,21.9,10.9,-0.0642857142857143,Sunday,July,1,0.5057823129251701,1,50
2021-07-19,Continental Beverages,36344.42857142857,22.2,1.7,0.1133333333333333,Monday,July,0,0.5072264856355765,1,0
2021-07-20,Continental Beverages,36039.857142857145,22.2,2.2,0.3700757575757575,Tuesday,July,0,0.6083333333333333,1,0
2021-07-21,Continental Beverages,35735.28571428572,22.0,3.4,0.075,Wednesday,July,0,0.2157407407407407,1,20
2021-07-22,Continental Beverages,35430.71428571428,21.2,11.2,0.4851851851851852,Thursday,July,0,0.0291666666666666,0,50
2021-07-23,Continental Beverages,35126.142857142855,21.3,9.15,0.4126683501683502,Friday,July,0,0.4138888888888889,0,0
2021-07-24,Continental Beverages,34821.57142857143,22.6,2.6,0.2833333333333333,Saturday,July,1,0.2665584415584416,1,0
2021-07-25,Continental Beverages,34517.0,23.2,1.9,0.1925925925925926,Sunday,July,1,-0.0642857142857143,0,0
2021-07-26,Continental Beverages,34677.57142857143,23.4,0.0,0.1706349206349206,Monday,July,0,0.1133333333333333,0,0
2021-07-27,Continental Beverages,34838.142857142855,23.0,0.5,0.3186363636363636,Tuesday,July,0,0.3700757575757575,0,0
2021-07-28,Continental Beverages,34998.71428571428,22.8,0.9,0.2858333333333333,Wednesday,July,0,0.075,0,0
2021-07-29,Continental Beverages,35159.28571428572,22.5,1.2,0.408095238095238,Thursday,July,0,0.4851851851851852,0,0
2021-07-30,Continental Beverages,35319.857142857145,22.9,0.6,0.2944444444444444,Friday,July,0,0.4126683501683502,0,50
2021-07-31,Continental Beverages,35480.42857142857,23.2,1.0,0.0462585034013605,Saturday,July,1,0.2833333333333333,0,0
2021-08-01,Continental Beverages,35641.0,23.7,0.5,0.2842493815708101,Sunday,August,1,0.1925925925925926,0,20
2021-08-02,Continental Beverages,35874.0,23.7,1.0,-0.1027777777777777,Monday,August,0,0.1706349206349206,0,0
2021-08-03,Continental Beverages,36107.0,23.5,0.9,0.5499999999999999,Tuesday,August,0,0.3186363636363636,0,0
2021-08-04,Continental Beverages,36340.0,23.3,2.1,0.099810606060606,Wednesday,August,0,0.2858333333333333,1,0
2021-08-05,Continental Beverages,36573.0,23.5,4.9,0.111525974025974,Thursday,August,0,0.408095238095238,0,50
2021-08-06,Continental Beverages,36806.0,23.5,2.3,0.3212121212121212,Friday,August,0,0.2944444444444444,0,0
2021-08-07,Continental Beverages,37039.0,23.4,5.9,0.2552609427609427,Saturday,August,1,0.0462585034013605,0,20
2021-08-08,Continental Beverages,37272.0,24.1,4.0,0.3972222222222222,Sunday,August,1,0.2842493815708101,1,50
2021-08-09,Continental Beverages,38902.0,24.6,1.3,0.2291666666666666,Monday,August,0,-0.1027777777777777,0,50
2021-08-10,Continental Beverages,40532.0,24.1,3.8,0.3446969696969696,Tuesday,August,0,0.5499999999999999,1,10
2021-08-11,Continental Beverages,42162.0,23.5,7.9,0.3199999999999999,Wednesday,August,0,0.099810606060606,0,0
2021-08-12,Continental Beverages,43792.0,23.0,8.8,0.0047619047619047,Thursday,August,0,0.111525974025974,1,20
2021-08-13,Continental Beverages,45422.0,21.8,10.8,0.5702380952380952,Friday,August,0,0.3212121212121212,1,0
2021-08-14,Continental Beverages,47052.0,22.1,1.4,0.1248015873015873,Saturday,August,1,0.2552609427609427,0,0
2021-08-15,Continental Beverages,48682.0,22.3,0.9,0.8761363636363637,Sunday,August,1,0.3972222222222222,1,0
2021-08-16,Continental Beverages,48647.28571428572,22.3,1.5,0.0004083038173947,Monday,August,0,0.2291666666666666,1,0
2021-08-17,Continental Beverages,48612.57142857143,22.7,1.3,0.3456349206349206,Tuesday,August,0,0.3446969696969696,1,0
2021-08-18,Continental Beverages,48577.857142857145,23.1,3.3,0.2468614718614718,Wednesday,August,0,0.3199999999999999,1,0
2021-08-19,Continental Beverages,48543.142857142855,23.2,1.25,0.2184185606060606,Thursday,August,0,0.0047619047619047,1,0
2021-08-20,Continental Beverages,48508.42857142857,23.2,0.4,0.4059523809523809,Friday,August,0,0.5702380952380952,0,0
